city,name,stars,total_reviews,avg_stars
Tampa,"Pho Kien Giang 2",4,134,4
Tampa,"Tomo Sushi",4,134,4
Tampa,"Sucre Table",4.5,134,4.5
Tampa,"Caffé Paradiso",4,134,4
Tampa,"Michelle Faedo's Tampeño Cuisine",4.5,134,4.5
Tampa,"Johnny Rockets",3,134,3
Tampa,"Golden Corral Buffet & Grill",2,132,2
Tampa,"Golden Phoenix",4,132,4
Tampa,Fresh,3.5,132,3.5
Tampa,"Beef 'O' Brady's",3.5,132,3.5
Tampa,"Boston's Restaurant & Sports Bar",3.5,132,3.5
Tampa,"China City",3,132,3
Tampa,Orderqd,4.5,132,4.5
Tampa,"Big Boys Moving And Storage",1.5,132,1.5
Tampa,Boizao,3.5,132,3.5
Tampa,"Mickey’s Subs",5,132,5
Tampa,"Domino's Pizza",2,130,2
Tampa,"Pipo's Cafe",3,130,3
Tampa,"Ding Tea Tampa",4.5,130,4.5
Tampa,"Clean Eatz Tampa",4,130,4
Tampa,"Tequila Mexican Restaurant And Grill",3,128,3
Tampa,"DeVito's Italian Specialties",4,128,4
Tampa,"Tikka Masalaa",4.5,128,4.5
Tampa,"Village Inn",3,128,3
Tampa,"Little Leon",4.5,128,4.5
Tampa,"Riveters Tampa",4.5,128,4.5
Tampa,"Perkins Restaurant & Bakery",3,128,3
Tampa,"Bob Evans",3,128,3
Tampa,Tinatapa's,3,128,3
Tampa,"Dosi Rak",4.5,128,4.5
Tampa,"Pepitos After Hours",4,126,4
Tampa,"Barrow's Gourmet Deli",4.5,126,4.5
Tampa,"Graffiti Junktion",3,126,3
Tampa,"Pizza Famiglia",3,126,3
Tampa,"Mi Bandera",4,126,4
Tampa,"The Nest Neighborhood Kitchen",4.5,126,4.5
Tampa,"Tarek's Cafe & Grill",4,126,4
Tampa,"ALMA Rest And Bar",3.5,126,3.5
Tampa,"DRIP Kratom, Kava, Vapor & Brew Bar",4.5,126,4.5
Tampa,"Seminole Heights General Store",4,126,4
Tampa,"Capri Pizza-N-More",4.5,126,4.5
Tampa,"Cepas Wine and Tapas Bar",4,126,4
Tampa,Sushi-Haru,3.5,126,3.5
Tampa,"Pita's Republic",3.5,126,3.5
Tampa,"Orchid Thai Foods",4.5,124,4.5
Tampa,Starbucks,2.5,124,2.5
Tampa,"Tin Drum Asia Cafe",3,124,3
Tampa,"El Tipico Criollo",4,124,4
Tampa,"Cox's Seafood Market",4.5,124,4.5
Tampa,Willa's,4.5,124,4.5
Tampa,"Philly Phlava",3.5,124,3.5
Tampa,"Circles Bistro",4,124,4
Tampa,"Rose Bar Tampa",4,124,4
Tampa,Remedy,3.5,124,3.5
Tampa,"Pascal's Artisan Bistro & Gourmet Coffee",4.5,124,4.5
Tampa,"Paci's Pizza",4.5,124,4.5
Tampa,"Toast Wine & Cafe",4,122,4
Tampa,"Tropical Cuisine",4.5,122,4.5
Tampa,"QDOBA Mexican Eats",3,122,3
Tampa,"Kombo Kitchen",5,122,5
Tampa,"The Rack",3.5,120,3.5
Tampa,"El Señor De Los Tacos",3.5,120,3.5
Tampa,"Angelito's Rotisserie & More",4.5,120,4.5
Tampa,"Papa John's Pizza",3.5,120,3.5
Tampa,"Show Me's Sports Bar & Grill",2.5,120,2.5
Tampa,"Kurdi's Fresh Mediterranean Grill",4,120,4
Tampa,""Genuino" Italian Cafe'",4.5,120,4.5
Tampa,"El Chuzo Bbq",4,120,4
Tampa,"Pizza Fusion",4,120,4
Tampa,"Karima’s Cuisine",4.5,120,4.5
Tampa,"Jersey Mike's Subs",3.5,120,3.5
Tampa,"Bombay Masala",3.5,120,3.5
Tampa,"Krispy Kreme",3.5,120,3.5
Tampa,"WonderWaffel - Tampa",5,120,5
Tampa,"Habibi Cafe and Hookah Bar",3,120,3
Tampa,"La Caridad Bakery",4,120,4
Tampa,"Token Ramen & Kung Fu Tea",4,120,4
Tampa,"Red Lobster",2.5,118,2.5
Tampa,Beccofino,4,118,4
Tampa,"Lima Limón Peruvian Cuisine Tampa",4.5,118,4.5
Tampa,Yogurtology,4,118,4
Tampa,"Marco's Pizza",4,118,4
Tampa,"Dale 1891",2.5,118,2.5
Tampa,"Portofino's Italian Kitchen",4,118,4
Tampa,"Big Ray's Fish Camp & Grille Riverwalk",3,118,3
Tampa,"Inside the Box Café",4.5,118,4.5
Tampa,"Banh Mi Factory",4.5,118,4.5
Tampa,"Island Crew",4,116,4
Tampa,"Shula's Bar & Grill",3,116,3
Tampa,"Zeko's Mediterranean Grill",4,116,4
Tampa,"Wheatfields Cafe Bakery",4.5,116,4.5
Tampa,"22nd Street Coffee",4.5,116,4.5
Tampa,"Sonic Drive-In",2,116,2
Tampa,"El Gallo De Oro",4,116,4
Tampa,"Carrollwood Café & Deli",4.5,116,4.5
Tampa,Indigo,3,116,3
Tampa,"Molly Malone's Irish Pub",4,116,4
Tampa,"Bruno's Pizza Pie",4,116,4
Tampa,"Moe's Southwest Grill",3,116,3
Tampa,"Mad Chiller World",4.5,116,4.5
Tampa,"Twistee Treat - Sheldon",4,116,4
Tampa,Graze,4.5,116,4.5
Tampa,"Crusty's Pizza",4,116,4
Tampa,"GUAC Tequila & Tacos",3.5,116,3.5
Tampa,"Domino's Pizza",2.5,114,2.5
Tampa,Checkers,1.5,114,1.5
Tampa,Freshii,3.5,114,3.5
Tampa,"Hooch and Hive",4,114,4
Tampa,"China Star",4,114,4
Tampa,"Mama's Soul Food",3.5,114,3.5
Tampa,"The Nutrition Factory",4,114,4
Tampa,Nosh,2,114,2
Tampa,Justhai,3.5,114,3.5
Tampa,"Florida Bakery Co",3.5,114,3.5
Tampa,Salerno's,4,114,4
Tampa,"La Bahia Bakery",4,114,4
Tampa,"Row Boat",4,112,4
Tampa,Channelside,3,112,3
Tampa,"Ground Foods Cafe",4.5,112,4.5
Tampa,"Oggi Pizzeria",4.5,110,4.5
Tampa,"Bahia Tacos",4,110,4
Tampa,"Pete's Place South Tampa",4,110,4
Tampa,"Poké Falls",4.5,110,4.5
Tampa,"Lima Rotisserie Chicken And Peruvian Cuisine",4.5,110,4.5
Tampa,"Plato Latino",4,110,4
Tampa,"Rana Halal Grill and Kabab",3.5,110,3.5
Tampa,"Cafe Con Leche",2.5,110,2.5
Tampa,"I Wanna Wok",4,110,4
Tampa,"Sake House",4,110,4
Tampa,"Poke 88",5,110,5
Tampa,"Sam's New York Pizza",3.5,108,3.5
Tampa,"Charlie's Pizza & Wings",4,108,4
Tampa,"China Garden",3.5,108,3.5
Tampa,"Chiles Mexican Restaurant",4.5,108,4.5
Tampa,"Top Thai Restaurant",3.5,108,3.5
Tampa,"Señor Rocoto",3.5,108,3.5
Tampa,"The Poké Company",4.5,108,4.5
Tampa,"Nakaya Japanese Bistro",4,108,4
Tampa,"Arepa Marketplace Latin Cafe",4.5,108,4.5
Tampa,"Steve's Pizzeria",3.5,108,3.5
Tampa,"Sono Cafe",4,108,4
Tampa,Alex's,4,108,4
Tampa,"Hawkeye's New York Style Pizza",4.5,108,4.5
Tampa,"Wicked Wiches & Brew",4,108,4
Tampa,"Jerk Pit",3.5,108,3.5
Tampa,"Bar Asia",3.5,106,3.5
Tampa,"Firehouse Grill & Pub",3.5,106,3.5
Tampa,"Garrison Tavern",3.5,106,3.5
Tampa,"Bourgeois Pig",3.5,106,3.5
Tampa,"New Bamboo Express",3.5,106,3.5
Tampa,"VN Pho",4,106,4
Tampa,"Guac n’ Cheese Mexican Grill",4,104,4
Tampa,"Taverna Opa-Tampa",2.5,104,2.5
Tampa,"Mamajuana café tampa",3,104,3
Tampa,"Fly Bar & Restaurant",4.5,104,4.5
Tampa,"Hey Giant",4.5,104,4.5
Tampa,"Cafe European",5,104,5
Tampa,"Housewife Bake Shop",3.5,104,3.5
Tampa,"Palma Ceia Village Health Market",4.5,104,4.5
Tampa,"Taco Bus",2.5,104,2.5
Tampa,"Church's Chicken",1.5,104,1.5
Tampa,"Red Elephant Cafe",3.5,104,3.5
Tampa,"The Great Spiedini",4,104,4
Tampa,"Zambia Smokehouse",3.5,104,3.5
Tampa,"Mata’s Philippine Cuisine",4,102,4
Tampa,"Ruby Tuesday",2.5,102,2.5
Tampa,"QDOBA Mexican Eats",3.5,102,3.5
Tampa,"Pho Phat Tai",4.5,102,4.5
Tampa,"Uncle Fats 2 Tampa",3.5,102,3.5
Tampa,"Las Margaritas Restaurant",4,102,4
Tampa,"Hugo's Spanish Restaurant",4,102,4
Tampa,"Anaar Bar & Grill",4,102,4
Tampa,Denny's,1.5,102,1.5
Tampa,"301 Family Restaurant",4,102,4
Tampa,"The Ravioli Company",4.5,102,4.5
Tampa,"Pitza Pizza",4.5,102,4.5
Tampa,"Rise Kitchen & Bakery",3,102,3
Tampa,"Riverside Seafood Market",3.5,102,3.5
Tampa,"Intelligent Gourmet",4.5,102,4.5
Tampa,Wendy's,2,102,2
Tampa,"Riviera Restaurant",4,100,4
Tampa,"Chakana Soho",4,100,4
Tampa,"Hawkeye Pizza",2.5,100,2.5
Tampa,"Longbar Pub & Grill",4,100,4
Tampa,"Ladies of the Sea & Soulfood",4,100,4
Tampa,"Bilmar Station",4,100,4
Tampa,"Flight Restaurant and Lounge",3.5,100,3.5
Tampa,Denny's,2,100,2
Tampa,"Cru Cellars @ Armature Works",3.5,100,3.5
Tampa,"Papa Joe's Sub Shop",4,100,4
Tampa,"Caribbean Sandwich Shop",4.5,100,4.5
Tampa,"Sus Hi Eatstation",4,100,4
Tampa,"Indochinois Restaurant",3,100,3
Tampa,"Open Fire Grilled Brazilian",5,100,5
Tampa,Tun-Du-Ree,3,98,3
Tampa,"Precinct Pizza",3,98,3
Tampa,"Peggy O'Neill's Irish Pub & Eatery",3.5,98,3.5
Tampa,"Ya Boy's BBQ",4.5,98,4.5
Tampa,"Patio 6",3.5,98,3.5
Tampa,"Rene’s Mexican Kitchen",5,98,5
Tampa,"Einstein Bros. Bagels",3,98,3
Tampa,"Taste of China",3.5,96,3.5
Tampa,"Lee Garden",3.5,96,3.5
Tampa,"Edison's Swigamajig",4,96,4
Tampa,"Eliz Mexican Restaurant & American Breakfast",4,96,4
Tampa,"Six Tables",3.5,96,3.5
Tampa,"Lauro Ristorante",4,96,4
Tampa,"Mandola's Italian Kitchen",3.5,96,3.5
Tampa,"Caribbean Twist",4.5,96,4.5
Tampa,"Fresh Kitchen New Tampa",4.5,96,4.5
Tampa,"D.P. Dough",3.5,96,3.5
Tampa,"Tacos Mi Rancho",4.5,96,4.5
Tampa,"Shundra's Soul Smokehouse",4,96,4
Tampa,"WaterWorks Bar and Grill",3,96,3
Tampa,"Windy City Pizza",4.5,94,4.5
Tampa,"Pizza Hut",2.5,94,2.5
Tampa,"Wok N Roll",3.5,94,3.5
Tampa,"Howard Frankland Bridge",3.5,94,3.5
Tampa,"Green Island",4.5,94,4.5
Tampa,"Wicked Wiches",3.5,94,3.5
Tampa,"Sam Snead's",2.5,94,2.5
Tampa,"Trolley's American Cafe",2.5,94,2.5
Tampa,"Estela's Mexican Restaurant",2.5,94,2.5
Tampa,Zauq,4.5,94,4.5
Tampa,"The Bake",3.5,94,3.5
Tampa,"Flying Pan",3.5,94,3.5
Tampa,"Machu Picchu Restaurant",3.5,92,3.5
Tampa,Dunkin',3,92,3
Tampa,"Sushi Yama",4.5,92,4.5
Tampa,"La La’s Sangria Bar",3.5,92,3.5
Tampa,"Havana 86",4,92,4
Tampa,"NY Times Square Pizzeria",4,92,4
Tampa,"Kurry Xpress",4,92,4
Tampa,"Panda Hut",4.5,92,4.5
Tampa,"Lpcx Cafe",3,92,3
Tampa,"Blaze Pizza",4,90,4
Tampa,"Austrian Peppers",4.5,90,4.5
Tampa,"Wholly Smoke Bar-B Que",3.5,90,3.5
Tampa,"Jimmy John's",3.5,90,3.5
Tampa,"Old World Cheese Shop",4,90,4
Tampa,"Pickford's Counter",4.5,90,4.5
Tampa,"Bento Asian Kitchen + Sushi",3.5,90,3.5
Tampa,"Dunn's River Island Cafe",3,90,3
Tampa,"Jersey Mike's Subs",3,90,3
Tampa,"Laser Ops Extreme Gaming Arcade - Tampa",4,90,4
Tampa,"KELP Sushi Joint",3.5,90,3.5
Tampa,"BrightSide Artisan Comfort Cafe",4.5,90,4.5
Tampa,"Eat Right",5,90,5
Tampa,Dunkin',1.5,90,1.5
Tampa,Wawa,3,90,3
Tampa,"Isaacs World Famous",4,88,4
Tampa,"Oriental Express Chinese Sushi Restaurant",2.5,88,2.5
Tampa,"Aussie Grill by Outback",4,88,4
Tampa,"Alez Haitian Cuisine",4,88,4
Tampa,"Bruh Mans BBQ",4.5,88,4.5
Tampa,"Michelle Faedo's On The Go",4,88,4
Tampa,"Pisco Restaurant and Bar",3,88,3
Tampa,"Publix Super Markets Deli",3.5,88,3.5
Tampa,"Romano's Macaroni Grill",3,88,3
Tampa,"Paradise Biryani Pointe",3,88,3
Tampa,"Sabor a Merengue",4.5,88,4.5
Tampa,"Reilly's Westshore Taphouse",3.5,88,3.5
Tampa,"Kang's Garden",3.5,88,3.5
Tampa,"Craft Fry Wing",4.5,86,4.5
Tampa,"Dead Bob's Too",4,86,4
Tampa,"W XYZ Bar",3.5,86,3.5
Tampa,"Potbellies Family Restaurant",3.5,86,3.5
Tampa,"The Manhattan Bistro",2.5,86,2.5
Tampa,"Mr. C's Grilled Cheese",4.5,86,4.5
Tampa,"Baymont by Wyndham Tampa Near Busch Gardens",2.5,86,2.5
Tampa,"Top China",3,86,3
Tampa,"Two Asians & A Grill",4.5,86,4.5
Tampa,"Ybor Eats",4.5,86,4.5
Tampa,"Sub Shak",4.5,86,4.5
Tampa,"Sukhothai Restaurant",4,86,4
Tampa,"Splitsville Southern + Social",3.5,86,3.5
Tampa,"Great Eats Sandwich Company",3.5,86,3.5
TAMPA,IHOP,3.5,86,3.5
Tampa,"Pachs Place Restaurant",4,84,4
Tampa,"Hungry Howie's Pizza & Subs",3,84,3
Tampa,"Pibb's Rib Shack",4.5,84,4.5
Tampa,"Grey Salt",4,84,4
Tampa,"Mulligans Irish Pub",4,84,4
Tampa,"Earl of Sandwich",4,84,4
Tampa,"John Rolfe Lounge",4.5,84,4.5
Tampa,"Garden Grille Cafe",3,84,3
Tampa,"Tropical Smoothie Cafe",3.5,84,3.5
Tampa,"Tokai Japanese Restaurant",3.5,84,3.5
Tampa,"Cayman Cove",2.5,84,2.5
Tampa,"Lee Roy Selmon's",3.5,84,3.5
Tampa,"Above The Salt Cafe",5,82,5
Tampa,"Palm Avenue Sandwich Shop",4,82,4
Tampa,"Kelly Days Firehouse Tavern",3.5,82,3.5
Tampa,"Pollo Tropical",2,82,2
Tampa,"Ming Gardens Restaurant",4,82,4
Tampa,"Lennys Subs",3.5,82,3.5
Tampa,"Cerealholic Cafe and Bar",4.5,82,4.5
Tampa,"Fitlife Foods - Carrollwood",4,82,4
Tampa,"Rock 'N Raw",3,82,3
Tampa,"Burger 21 - Airside C",3.5,82,3.5
Tampa,"Factory 4914",4.5,82,4.5
Tampa,"Garden Gyros",4,82,4
Tampa,"La' Berry Frozen Yogurt & Ice-cream Cafe",4,82,4
Tampa,"Lennys Subs",3,82,3
Tampa,"Kampong Asian Market Resaurant",4,80,4
Tampa,"Wings Xpress",3.5,80,3.5
Tampa,"Ho King",3,80,3
Tampa,"Ulele Bar",3,80,3
TAMPA,"Sonic Drive-In",3,80,3
Tampa,Mangroves,3.5,80,3.5
Tampa,"Legacies Cucina Italiana",4,80,4
Tampa,"La Mansion de La Arepa",4.5,80,4.5
Tampa,"Bubba’s 33",4,80,4
Tampa,Six,3.5,80,3.5
Tampa,"Garibaldi Mexican Restaurant",3.5,80,3.5
Tampa,"Global A'fare",4,80,4
Tampa,"New ABC Seafood Restaurant",4,80,4
Tampa,"Gu Wei Noodles & Grill",4.5,80,4.5
Tampa,"The Corners",4,80,4
Tampa,"Wing King of Fletcher",4,80,4
Tampa,"Your Pie",3.5,80,3.5
Tampa,"Rise Kitchen & Deli - Seminole Hard Rock",3.5,80,3.5
Tampa,"Jade Garden",3.5,80,3.5
Tampa,"Los Comparres II",4,80,4
Tampa,"Twistee Treat - Gandy",3.5,80,3.5
Tampa,"Kava Culture Kava Bar - Tampa",4.5,80,4.5
Tampa,"Dunkin Donuts ",2,78,2
Tampa,EAST!,4,78,4
Tampa,"Zimo Bakery & Cafe",4.5,78,4.5
Tampa,"Filipino Fusion Bar & Grill",3,78,3
Tampa,"Four Green Fields",4.5,78,4.5
Tampa,"Pollo Rumbero",3,78,3
Tampa,"Ranch House Restaurant",3.5,78,3.5
Tampa,"Cyber Takee Outee",3.5,78,3.5
Tampa,Publix,4,78,4
Tampa,"Moxie's Too Cafe & Deli",3.5,78,3.5
Tampa,"The Tampa Club",4.5,78,4.5
Tampa,"Ruby Tuesday",3.5,78,3.5
Tampa,"Main Course Tampa",3.5,78,3.5
Tampa,"China Gardens",4,78,4
Tampa,"New China",3.5,78,3.5
Tampa,"El Rincon Latino",4,78,4
Tampa,"Squeeze Juice Works",5,78,5
Tampa,Norkys,3.5,76,3.5
Tampa,"Five Guys",3,76,3
Tampa,"Crabby Bill's Seafood",2.5,76,2.5
Tampa,"Bianchi's Wine Bar + Kitchen",4.5,76,4.5
Tampa,"Coast Tampa's Bay Cuisine",4,76,4
Tampa,"Kruk's Philly Steaks",4,76,4
Tampa,"J C's Sandwich Shop",4.5,76,4.5
Tampa,"Toasted Pheasant",3.5,76,3.5
Tampa,"Paramount Lebanese Kitchen",3.5,76,3.5
Tampa,"Ho Ho To Go",3.5,76,3.5
Tampa,"Burger 21 - Airside A",2.5,76,2.5
Tampa,"Poke Falls",4,76,4
Tampa,"Fountain Square",2.5,76,2.5
Tampa,"Mi Tierra Latina",4.5,76,4.5
Tampa,"The Simple Greek",4,74,4
Tampa,Krystal,3,74,3
Tampa,"Salad Station",4,74,4
Tampa,"Perk's Donut Bar",4,74,4
Tampa,"Hurricane Grill & Wings",3,74,3
Tampa,"Stacked Bar & Grill",2.5,74,2.5
Tampa,"Golden Krust Caribbean Restaurant",3.5,74,3.5
Tampa,"The Number One Fast Food",3.5,74,3.5
Tampa,"Azteca Rojo",5,74,5
Tampa,"Papa John's Pizza",2.5,74,2.5
Tampa,"Grand Hacienda",3.5,74,3.5
Tampa,"Sweet Charlie's",4.5,74,4.5
Tampa,"Ribit's BBQ",3.5,74,3.5
Tampa,"Luigi's Italian Restaurant",3.5,74,3.5
Tampa,"Full Circle Chicago Pizza",3.5,74,3.5
Tampa,"Let Them Eat Cake",3.5,74,3.5
Tampa,"Grecian Island Restaurant",3.5,74,3.5
Tampa,"Babbaluci Ristorante Italiano & Lounge",4,74,4
Tampa,"Sushiko Japanese Restaurant",3.5,74,3.5
Tampa,"Westshore Pizza - New Tampa",3,74,3
Tampa,"Pinch A Taco",4.5,74,4.5
Tampa,"Mita's Kitchen",4,74,4
Tampa,"The Station Grill",3.5,74,3.5
Tampa,"Texas Roadhouse - Brandon",3,74,3
Tampa,"The Saucy Crawfish",4,74,4
Tampa,"Khan Murjan",4.5,72,4.5
Tampa,"New China",4,72,4
Tampa,"Angelo's Deli Cafe",4,72,4
Tampa,"1823 Kitchen & Bar",4,72,4
Tampa,"Jaffa Street",4.5,72,4.5
Tampa,"Taqueria Mi Mexico",4,72,4
Tampa,"Spanglish Cafe",3.5,72,3.5
Tampa,"Not Your Average Joe's Pizza",4,72,4
Tampa,"Tampa Pitcher Show",3.5,72,3.5
Tampa,"Plum Tree",3,72,3
Tampa,"Byblos Pitas",3.5,72,3.5
Tampa,"Southern Seafood",4.5,72,4.5
Tampa,"Doña Kitchen",4.5,72,4.5
Tampa,"Old School Bar and Grill",4.5,72,4.5
Tampa,Carpeneto,3.5,72,3.5
Tampa,"Mike's Smokehouse BBQ & Grill",4,72,4
Tampa,"Forest Hills Grocery",2.5,72,2.5
Tampa,"Medellín Bakery & Sandwich Shop",4.5,72,4.5
Tampa,"Spanish Tapas Cafe",4,72,4
Tampa,"Planet Grilled Cheese - Westshore Plaza Mall -",4.5,72,4.5
Tampa,"Burger Theory",3.5,72,3.5
Tampa,"La Dolce Vita",4,70,4
Tampa,"Florida Eats",4.5,70,4.5
Tampa,"Pizza Squared",3.5,70,3.5
Tampa,"Taco Fusion",2.5,70,2.5
Tampa,"Le Mouton Noir Bakehouse",3.5,70,3.5
Tampa,"Joe's Pizza",4,70,4
Tampa,"Renny's Oki Doki",4,70,4
Tampa,"China Wok",3,70,3
Tampa,"Burger King",2.5,70,2.5
Tampa,"La Pelotera Food Truck",3.5,70,3.5
Tampa,"Antonio's Pasta Grille",3,70,3
Tampa,Deli-icious,4.5,70,4.5
Tampa,"Mojito Restaurant & Lounge",2.5,68,2.5
Tampa,"Pinch a Taco",5,68,5
Tampa,"Java Bay Cafe",4.5,68,4.5
Tampa,"International Cafe",4,68,4
Tampa,"New York Buffet",2,68,2
Tampa,"Deck Pizza",3.5,68,3.5
Tampa,"Panini's of Westchase",2.5,68,2.5
Tampa,"Franci's Cafe",4.5,68,4.5
Tampa,"Monstah Lobstah",4,68,4
Tampa,"Grain and Berry - New Tampa",4.5,68,4.5
Tampa,"Fitlife Foods - South Howard",4.5,68,4.5
Tampa,"Clementine Chef",4.5,68,4.5
Tampa,"Stacy's Gluten Free Goodies",4,68,4
Tampa,Wingets,4,68,4
Tampa,Felicitous,4,66,4
Tampa,"Big Papa's Pit",3,66,3
Tampa,"The Floridian",3,66,3
Tampa,"Jazz Thai Restaurant",3.5,66,3.5
Tampa,"TGI Fridays",3,66,3
Tampa,"Hott Mess",4.5,66,4.5
Tampa,"Waffle House",3,66,3
Tampa,"Tampa Blue Crab and Seafood Market",4,66,4
Tampa,"Saucin Wings",4.5,66,4.5
Tampa,"Food King",2,66,2
Tampa,"K-Chicken & Bowl",4,66,4
Tampa,"Soho Delicias Cuban Cafe & Frozen Yogurt",4.5,66,4.5
Tampa,"Tropical Smoothie Cafe",2,66,2
Tampa,"Kwan Ming Chinese",4.5,66,4.5
Tampa,"Reservations Bistro",4.5,66,4.5
Tampa,Bello,3.5,66,3.5
Tampa,"Trattoria Pasquale",4.5,66,4.5
Tampa,"Natures Table",4,66,4
Tampa,"Flavs Barbecue",3.5,66,3.5
Tampa,"Dagwoods Sports Tavern",3,66,3
Tampa,"Publix Super Markets",3.5,66,3.5
Tampa,"Yeoman's Road Restaurant",4,66,4
Tampa,Publix,3,64,3
Tampa,PDQ,3.5,64,3.5
Tampa,Chopstix,3,64,3
Tampa,"The Humming Bird Jerk house",3.5,64,3.5
Tampa,"New World Brewery",5,64,5
Tampa,"Island Breeze Pizzeria & Bar",1.5,64,1.5
Tampa,"Lady and the Mug - Tampa",4.5,64,4.5
Tampa,"La Casa Catracha",4,64,4
Tampa,"Cafe Quiquiriqui",4,64,4
Tampa,"Big Mike's BBQ",4.5,64,4.5
Tampa,"10 & 10 Enoteca",5,64,5
Tampa,"Outback & Carrabba's Express",2.5,64,2.5
Tampa,"Empanada World",4.5,64,4.5
Tampa,"Wing Zone",3,64,3
Tampa,"Bar Hwrd",3.5,64,3.5
Tampa,"Stone Chase Brick Oven Bar & Grill",3,64,3
Tampa,"Meal & Grill",4,64,4
Tampa,"Wing Box",4,64,4
Tampa,"Mi Bella Colombia",4,64,4
Tampa,"TASTE Downtown Tampa",4,64,4
Tampa,211,3.5,64,3.5
Tampa,Victoria's,4.5,64,4.5
Tampa,"Dwntwn Social",4.5,64,4.5
Tampa,Ja-Vahz,4.5,64,4.5
Tampa,"Illy Coffee Shops",2.5,64,2.5
Tampa,"La Taqueria El Nopal",4.5,64,4.5
Tampa,Shuffle,4.5,64,4.5
Tampa,"Simply Good",4.5,62,4.5
Tampa,"Harvest Station",4.5,62,4.5
Tampa,"The Blue Bistro at the Tampa Westshore Marriott",3.5,62,3.5
Tampa,"Lien Hoa Oriental Market",3.5,62,3.5
Tampa,"Thai Cafe",3.5,62,3.5
Tampa,"Chuck E. Cheese",3,62,3
Tampa,"China 1",3,62,3
Tampa,"Urban Bungalow",5,62,5
Tampa,BellaBrava,4,62,4
Tampa,Wingstop,2.5,62,2.5
Tampa,"Meanchi's Peruvian Inspired Sandwiches",5,62,5
Tampa,"China Gate Restaurant",3,62,3
Tampa,"Conga's Latin Cafe",3.5,62,3.5
Tampa,"Mayuri Indian Restaurant",2.5,62,2.5
Tampa,Cicis,3,62,3
Tampa,"The Spaniard",4,62,4
Tampa,Starbucks,4.5,62,4.5
Tampa,"Tampa Wine Room ",5,62,5
Tampa,"Square 1 Burgers & Bar",2.5,62,2.5
Tampa,"Del Rio's Cafe & Catering",4.5,62,4.5
Tampa,Soobak,4.5,62,4.5
Tampa,"Ice Spice Cafe",5,62,5
Tampa,"Cipresso Seminole Hard Rock  - Tampa",4,62,4
Tampa,"Mofongo Steakhouse Seafood Bar & Grill",3.5,62,3.5
Tampa,"Nicolettes Caribbean Cafe",4,62,4
Tampa,"Santorini Greek",4,62,4
Tampa,"Hamburger Mary's Pub House",4,62,4
Tampa,"Sho Gud Barbeque Shack",4,60,4
Tampa,"Chili's Grill & Bar",2.5,60,2.5
Tampa,"RJ's Bar & Grille",3.5,60,3.5
Tampa,"Soul Food Street Kitchen",4.5,60,4.5
Tampa,"El Rincon Peruano",3.5,60,3.5
Tampa,PIZZAFIRE,3.5,60,3.5
Tampa,"Tierra Mexicana Restaurant",4.5,60,4.5
Tampa,"La Fiesta Mexican Store",4.5,60,4.5
Tampa,"Maikel’s Kitchen",3,60,3
Tampa,"Copper Shaker",4.5,60,4.5
Tampa,"Elmer's Sports Cafe",4,60,4
Tampa,"Meaner Wiener",4,60,4
Tampa,"Taco Bell",3,60,3
Tampa,Wawa,2.5,60,2.5
Tampa,"Da-Kine Hawaiian Cafe",4,60,4
Tampa,"Bavaro's Pizza Napoletana and Pastaria",3,60,3
Tampa,"Islands Cantina",3,60,3
Tampa,"China Legend",4.5,60,4.5
Tampa,"HaleLife Bakery",4.5,60,4.5
Tampa,"Tampa Pizza Company",3,60,3
Tampa,"Larry's Giant Subs",3.5,60,3.5
Tampa,"Amore Mio",4,58,4
Tampa,"ABC Pizza House",3.5,58,3.5
Tampa,"Lorna's One Stop Jerk Center Restaurant",4,58,4
Tampa,"Tapper Pub",4,58,4
Tampa,"Nicks Gyros and Subs",3.5,58,3.5
Tampa,"Algusto Tortilla & Salsa",3.5,58,3.5
Tampa,"Ava Pizzeria Neapolitan",3,58,3
Tampa,"Papa John's Pizza",3,58,3
Tampa,"Arigato Japanese Steak House",3,58,3
Tampa,"Pino's Cafe",4.5,58,4.5
Tampa,"Mike's Pies",5,58,5
Tampa,"Beef 'O' Brady's",2.5,58,2.5
Tampa,"Twist Vapor Cafe",4.5,58,4.5
Tampa,"Bon Zanmi Haitian Cuisine",4.5,58,4.5
Tampa,"JJ Smoothy",4,58,4
Tampa,"Snowman Rolling Ice Cream",5,58,5
Tampa,"Mangonadas Mexican Kitchen",4.5,58,4.5
Tampa,"Skyview Restaurant",4,58,4
Tampa,"Sophie's French Bakery & Café",3.5,58,3.5
Tampa,"Ana Delicias Bakery",4,58,4
Tampa,"Pinto Thai Restaurant",4.5,58,4.5
Tampa,"Jimmy's Slider Truck",3.5,56,3.5
Tampa,"Stephanno's Pizza",3.5,56,3.5
Tampa,"Jimmy John's",2,56,2
Tampa,"Canopy Road Cafe on Gandy",3.5,56,3.5
Tampa,"Georgia Boy Bbq",4.5,56,4.5
Tampa,"Tally Ho Bar & Grille",2.5,56,2.5
Tampa,"Dinner Done",4.5,56,4.5
Tampa,"Catered Fit",4.5,56,4.5
Tampa,"Golden China",4,56,4
Tampa,"Palazzo Pizza",4,56,4
Tampa,"Farmacy Vegan Kitchen + Bakery",4,56,4
Tampa,"Oregano Pizza & Pasta",3.5,56,3.5
Tampa,"PDQ Test Kitchen",4,56,4
